hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,total_stay_nights,adults,children,babies,total_guests,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,105,2016,August,8,21,4,1,5,1,1,0,2,BB,ESP,Direct,TA/TO,0,0,0,A,A,0,No Deposit,398,0,0,Transient,76.77,0,1,Check-Out,2016-06-15
Resort Hotel,0,57,2016,August,9,27,0,3,3,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,388,22,0,Transient,45.3,0,1,Check-Out,2016-06-15
City Hotel,1,105,2016,January,1,26,2,2,4,2,0,0,2,BB,ESP,Corporate,TA/TO,0,0,0,A,A,1,No Deposit,306,22,0,Transient,112.9,0,0,Canceled,2016-06-15
City Hotel,0,5,2017,April,5,5,1,1,2,2,0,0,2,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,57,0,0,Transient,143.31,0,0,Check-Out,2016-06-15
Resort Hotel,0,19,2017,June,7,19,2,2,4,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,173,0,0,Transient,68.24,0,2,Check-Out,2016-06-15
Resort Hotel,0,98,2017,June,18,10,0,1,1,2,0,0,2,BB,ESP,Offline TA/TO,GDS,0,1,0,A,A,0,No Deposit,241,0,0,Transient,95.51,0,2,Check-Out,2016-06-15
Resort Hotel,0,102,2017,November,40,21,0,7,7,2,0,0,2,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,353,22,0,Transient,159.36,1,0,Check-Out,2016-06-15
City Hotel,0,148,2017,May,24,21,1,2,3,3,0,0,3,HB,NLD,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,272,0,0,Contract,149.2,0,1,Check-Out,2016-06-15
Resort Hotel,0,51,2017,November,26,2,1,2,3,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,39,22,0,Transient,95.69,0,3,Check-Out,2016-06-15
Resort Hotel,1,128,2017,June,10,21,0,3,3,2,0,0,2,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,2,No Deposit,471,0,0,Transient,120.36,0,0,Canceled,2016-06-15
Resort Hotel,1,115,2017,December,40,3,4,2,6,2,0,0,2,BB,IRL,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,136,22,0,Transient,137.66,0,0,Canceled,2016-06-15
City Hotel,1,330,2015,August,44,15,0,3,3,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,467,0,0,Transient,120.32,0,0,Canceled,2016-06-15
Resort Hotel,0,24,2015,September,48,19,1,5,6,2,0,0,2,BB,PRT,Online TA,Direct,0,0,0,A,A,0,No Deposit,46,0,0,Transient,161.05,1,0,Check-Out,2016-06-15
City Hotel,0,80,2017,February,12,21,0,2,2,2,0,0,2,HB,NLD,Direct,TA/TO,0,0,0,F,F,0,No Deposit,320,0,0,Transient,84.26,0,1,Check-Out,2016-06-15
Resort Hotel,0,92,2016,July,22,25,0,2,2,2,0,0,2,HB,BEL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,308,22,0,Transient-Party,122.25,0,0,Check-Out,2016-06-15
City Hotel,0,660,2017,March,27,2,4,2,6,2,0,0,2,HB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,251,22,0,Transient,134.71,0,0,Check-Out,2016-06-15
Resort Hotel,0,22,2016,April,3,25,1,3,4,1,0,0,1,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,Non Refund,403,22,0,Transient,59.77,0,0,Check-Out,2016-06-15
City Hotel,0,74,2016,August,18,3,2,4,6,2,0,0,2,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,474,0,0,Transient,70.58,0,0,Check-Out,2016-06-15
City Hotel,1,42,2017,August,5,12,2,2,4,2,0,0,2,SC,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,210,0,0,Transient,107.68,0,0,Canceled,2016-06-15
City Hotel,1,74,2017,January,14,23,2,1,3,2,0,0,2,BB,NLD,Corporate,TA/TO,0,0,0,A,A,0,No Deposit,374,22,0,Transient,146.26,0,0,Canceled,2016-06-15
City Hotel,0,26,2015,July,25,28,1,3,4,3,0,0,3,BB,PRT,Online TA,Corporate,0,0,0,A,A,0,No Deposit,29,0,0,Transient,122.28,0,2,Check-Out,2016-06-15
Resort Hotel,1,4,2017,July,52,14,2,7,9,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,51,0,0,Contract,88.15,0,0,Canceled,2016-06-15
Resort Hotel,0,84,2017,February,31,17,0,5,5,2,0,0,2,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,14,22,0,Transient,100.85,0,1,Check-Out,2016-06-15
City Hotel,1,40,2016,July,21,16,1,4,5,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,Non Refund,420,0,0,Transient,149.11,0,0,Canceled,2016-06-15
City Hotel,0,20,2016,August,48,17,0,1,1,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,0,0,Transient,123.06,0,0,Check-Out,2016-06-15
City Hotel,0,39,2015,January,38,24,1,3,4,1,0,0,1,HB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,11,0,0,Transient,116.9,0,3,Check-Out,2016-06-15
City Hotel,0,5,2015,September,48,9,4,1,5,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,184,0,0,Transient,105.52,0,1,Check-Out,2016-06-15
City Hotel,1,300,2016,July,20,3,1,2,3,2,0,0,2,SC,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,50,0,0,Transient-Party,100.18,0,0,Canceled,2016-06-15
City Hotel,0,87,2015,October,14,22,2,2,4,1,1,0,2,SC,GBR,Direct,TA/TO,0,0,0,A,A,2,No Deposit,301,0,0,Transient,90.93,0,0,Check-Out,2016-06-15
Resort Hotel,0,168,2015,April,20,14,0,5,5,4,0,0,4,SC,PRT,Online TA,TA/TO,0,1,0,A,E,0,No Deposit,201,0,0,Transient-Party,143.17,0,1,Check-Out,2016-06-15
City Hotel,0,55,2017,October,37,3,3,1,4,2,1,0,3,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,479,22,0,Transient-Party,89.32,0,0,Check-Out,2016-06-15
City Hotel,0,233,2016,February,46,6,0,4,4,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,423,22,0,Transient,150.65,0,0,Check-Out,2016-06-15
Resort Hotel,0,66,2016,June,30,23,2,1,3,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,231,22,0,Transient,70.85,0,0,Check-Out,2016-06-15
City Hotel,0,85,2015,March,43,21,2,3,5,2,0,0,2,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,65,0,0,Transient-Party,86.93,0,1,Check-Out,2016-06-15
Resort Hotel,1,67,2017,October,41,19,0,2,2,2,1,1,4,BB,GBR,Groups,Corporate,0,0,0,A,A,0,No Deposit,34,22,0,Transient,210.75,0,0,Canceled,2016-06-15
City Hotel,1,132,2017,August,20,24,1,7,8,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,30,0,0,Transient,144.63,0,1,Canceled,2016-06-15
Resort Hotel,0,83,2016,January,7,13,2,3,5,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,277,22,0,Transient,63.3,0,0,Check-Out,2016-06-15
City Hotel,1,31,2017,January,5,5,1,2,3,2,0,0,2,SC,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,203,22,0,Transient,137.27,0,2,Canceled,2016-06-15
City Hotel,0,15,2017,April,31,1,0,1,1,2,0,0,2,SC,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,3,22,0,Transient-Party,142.38,0,0,Check-Out,2016-06-15
City Hotel,0,93,2017,March,29,12,2,3,5,2,1,0,3,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,232,0,0,Transient,130.18,0,0,Check-Out,2016-06-15
City Hotel,1,67,2017,August,15,15,1,2,3,2,0,0,2,BB,PRT,Corporate,Direct,0,0,0,A,A,2,No Deposit,235,0,0,Transient-Party,98.37,0,0,Canceled,2016-06-15
City Hotel,0,10,2015,August,25,25,0,1,1,2,0,0,2,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,32,0,30,Transient-Party,78.23,0,0,Check-Out,2016-06-15
City Hotel,1,50,2016,November,13,19,0,3,3,1,1,0,2,HB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,256,0,0,Transient,144.22,1,0,Canceled,2016-06-15
Resort Hotel,0,72,2015,November,44,2,1,3,4,2,0,0,2,BB,ITA,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,185,0,0,Transient-Party,102.7,0,3,Check-Out,2016-06-15
City Hotel,1,175,2015,August,24,3,0,1,1,2,0,0,2,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,196,22,0,Transient,60.72,0,1,Canceled,2016-06-15
Resort Hotel,0,7,2015,January,15,7,2,2,4,2,0,0,2,BB,PRT,Offline TA/TO,Corporate,0,0,0,A,A,0,No Deposit,470,22,0,Transient,88.66,0,0,Check-Out,2016-06-15
City Hotel,0,42,2017,May,24,28,2,3,5,2,0,0,2,BB,GBR,Direct,TA/TO,0,0,0,E,E,0,No Deposit,313,22,0,Transient,52.35,0,1,Check-Out,2016-06-15
City Hotel,0,172,2016,July,26,11,0,6,6,2,0,0,2,BB,PRT,Offline TA/TO,GDS,0,0,0,E,E,1,No Deposit,407,22,0,Transient,72.89,0,0,Check-Out,2016-06-15
City Hotel,1,104,2017,June,19,28,1,4,5,1,0,0,1,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,50,22,0,Transient,136.55,0,0,Canceled,2016-06-15
City Hotel,1,34,2016,July,24,10,1,2,3,2,0,0,2,HB,PRT,Offline TA/TO,Direct,0,0,0,A,E,0,No Deposit,484,22,0,Transient,102.65,0,1,Canceled,2016-06-15
City Hotel,0,186,2016,December,19,8,3,4,7,1,0,0,1,BB,GBR,Online TA,TA/TO,0,0,0,A,G,1,No Deposit,143,22,0,Transient-Party,148.13,0,1,Check-Out,2016-06-15
City Hotel,1,67,2016,October,42,2,1,2,3,1,0,0,1,BB,GBR,Online TA,Direct,0,0,0,A,A,0,No Deposit,434,22,0,Transient,73.79,0,2,Canceled,2016-06-15
Resort Hotel,0,68,2016,February,17,14,4,1,5,2,0,0,2,BB,FRA,Online TA,Direct,0,0,0,D,D,0,No Deposit,319,0,0,Transient,58.58,0,0,Check-Out,2016-06-15
City Hotel,0,375,2017,April,48,13,0,2,2,2,0,0,2,HB,NLD,Direct,TA/TO,0,0,0,A,A,0,No Deposit,276,0,0,Transient,123.5,0,1,Check-Out,2016-06-15
Resort Hotel,0,293,2017,October,5,7,1,4,5,1,0,0,1,SC,NLD,Offline TA/TO,Direct,0,0,0,D,D,0,Non Refund,361,0,0,Transient,65.74,1,1,Check-Out,2016-06-15
City Hotel,1,44,2015,September,4,27,0,6,6,1,0,0,1,BB,PRT,Direct,Corporate,0,0,0,A,A,0,No Deposit,169,22,0,Transient,79.36,0,0,Canceled,2016-06-15
City Hotel,1,15,2017,April,22,21,1,7,8,2,0,0,2,HB,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,47,22,0,Transient,83.7,0,0,Canceled,2016-06-15
City Hotel,1,39,2017,August,10,9,1,3,4,2,0,0,2,BB,BRA,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,422,22,0,Transient,114.43,0,0,Canceled,2016-06-15
Resort Hotel,0,3,2015,August,21,7,2,2,4,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,G,G,0,No Deposit,6,22,0,Transient,59.22,0,0,Check-Out,2016-06-15
Resort Hotel,0,2,2016,June,25,1,4,1,5,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,66,22,0,Transient,112.01,0,1,Check-Out,2016-06-15
Resort Hotel,0,50,2016,March,6,1,4,1,5,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,94,22,0,Transient,148.57,0,0,Check-Out,2016-06-15
City Hotel,0,283,2016,October,30,6,0,2,2,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,428,22,0,Transient,92.89,0,0,Check-Out,2016-06-15
Resort Hotel,1,205,2017,August,29,25,0,3,3,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,19,22,0,Transient,85.84,0,1,Canceled,2016-06-15
City Hotel,0,71,2015,March,11,1,0,2,2,2,0,0,2,BB,ESP,Offline TA/TO,Direct,0,0,0,D,D,2,No Deposit,286,0,0,Transient,122.33,0,1,Check-Out,2016-06-15
City Hotel,0,83,2016,August,11,16,0,3,3,1,2,0,3,BB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,113,0,0,Transient-Party,106.01,1,0,Check-Out,2016-06-15
Resort Hotel,1,0,2015,September,48,3,0,3,3,1,0,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,217,0,0,Transient,106.6,0,0,Canceled,2016-06-15
City Hotel,0,24,2017,October,46,13,1,6,7,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,112,0,0,Transient,137.35,0,0,Check-Out,2016-06-15
City Hotel,0,2,2017,April,27,21,2,1,3,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,109,0,0,Transient,118.38,0,0,Check-Out,2016-06-15
City Hotel,0,140,2015,December,19,4,1,3,4,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,G,E,0,No Deposit,290,0,0,Transient,94.26,0,1,Check-Out,2016-06-15
City Hotel,0,15,2016,March,22,17,2,2,4,1,0,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,G,G,0,No Deposit,438,22,0,Transient,84.0,1,0,Check-Out,2016-06-15
City Hotel,0,203,2015,July,28,10,3,2,5,2,0,0,2,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,1,Refundable,285,22,0,Transient,134.98,0,1,Check-Out,2016-06-15
City Hotel,1,103,2017,August,4,4,0,2,2,2,0,0,2,HB,PRT,Online TA,GDS,0,0,2,A,A,1,No Deposit,324,22,0,Transient,76.95,0,0,Canceled,2016-06-15
City Hotel,1,26,2015,June,37,20,2,2,4,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,10,22,0,Transient,117.68,0,3,Canceled,2016-06-15
City Hotel,1,17,2017,June,19,27,0,2,2,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,A,F,3,No Deposit,83,0,0,Transient,112.03,1,0,Canceled,2016-06-15
Resort Hotel,0,98,2017,October,17,12,1,3,4,2,0,0,2,BB,PRT,Direct,TA/TO,0,0,0,A,A,0,No Deposit,352,22,0,Transient,93.89,0,0,Check-Out,2016-06-15
City Hotel,1,231,2016,August,50,26,0,5,5,2,0,0,2,SC,PRT,Groups,TA/TO,1,0,0,E,E,0,No Deposit,412,0,0,Transient-Party,37.68,1,1,Canceled,2016-06-15
Resort Hotel,0,126,2016,June,40,13,0,4,4,2,0,0,2,HB,GBR,Groups,TA/TO,0,1,0,A,A,0,No Deposit,58,0,0,Transient,149.37,0,0,Check-Out,2016-06-15
City Hotel,0,42,2016,February,36,4,1,2,3,2,0,0,2,HB,NLD,Online TA,Direct,0,0,0,A,A,2,No Deposit,58,0,0,Transient,28.8,0,1,Check-Out,2016-06-15
City Hotel,0,88,2016,January,23,16,1,6,7,2,0,0,2,BB,GBR,Online TA,TA/TO,1,0,0,C,C,0,No Deposit,142,22,0,Transient-Party,20.49,0,0,Check-Out,2016-06-15
City Hotel,1,37,2016,February,50,19,2,5,7,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,229,22,0,Transient,125.66,0,2,Canceled,2016-06-15
City Hotel,0,700,2016,November,28,7,2,3,5,2,0,0,2,BB,DEU,Online TA,Corporate,0,1,1,A,A,0,No Deposit,379,0,0,Transient,128.65,0,0,Check-Out,2016-06-15
City Hotel,0,138,2016,September,11,1,1,1,2,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,395,22,0,Transient,72.73,0,0,Check-Out,2016-06-15
City Hotel,0,95,2016,December,14,16,1,1,2,2,0,0,2,HB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,76,22,0,Transient-Party,154.43,0,0,Check-Out,2016-06-15
Resort Hotel,0,55,2017,January,13,2,0,4,4,2,0,0,2,BB,FRA,Online TA,TA/TO,0,0,0,A,G,0,Non Refund,425,22,0,Transient,64.04,0,2,Check-Out,2016-06-15
Resort Hotel,0,96,2015,August,24,1,1,2,3,2,0,0,2,HB,BEL,Groups,Direct,0,0,0,A,A,1,No Deposit,453,0,0,Contract,134.27,0,0,Check-Out,2016-06-15
City Hotel,0,41,2016,January,16,14,0,1,1,3,0,0,3,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,335,22,0,Transient,134.9,0,0,Check-Out,2016-06-15
Resort Hotel,0,2,2017,September,28,20,0,2,2,2,0,0,2,BB,PRT,Groups,Direct,0,0,0,D,D,0,No Deposit,22,0,0,Transient,120.7,0,0,Check-Out,2016-06-15
City Hotel,0,50,2015,May,30,5,0,1,1,1,1,0,2,HB,NLD,Direct,TA/TO,0,0,0,D,C,0,No Deposit,197,0,0,Transient-Party,152.17,0,1,Check-Out,2016-06-15
City Hotel,1,266,2017,February,44,27,1,5,6,2,0,0,2,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,Non Refund,361,22,0,Transient,74.8,0,2,Canceled,2016-06-15
City Hotel,0,98,2017,July,41,15,1,5,6,2,0,0,2,BB,BRA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,463,22,0,Contract,85.42,0,0,Check-Out,2016-06-15
City Hotel,1,8,2016,April,39,10,0,2,2,2,0,0,2,HB,ESP,Groups,TA/TO,0,0,0,D,A,1,No Deposit,375,0,0,Transient,85.63,0,0,Canceled,2016-06-15
City Hotel,0,216,2015,August,42,21,0,1,1,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,453,0,0,Transient,146.97,0,0,Check-Out,2016-06-15
Resort Hotel,1,31,2015,August,27,2,2,2,4,2,0,0,2,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,249,22,0,Transient,105.81,0,0,Canceled,2016-06-15
City Hotel,0,27,2016,August,17,11,2,1,3,2,2,0,4,SC,DEU,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,332,0,0,Transient,79.83,0,0,Check-Out,2016-06-15
City Hotel,0,35,2016,December,50,16,1,2,3,2,0,0,2,BB,PRT,Online TA,TA/TO,0,1,0,E,E,0,No Deposit,55,22,0,Transient,54.05,0,0,Check-Out,2016-06-15
City Hotel,0,86,2017,May,26,19,0,4,4,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,274,22,0,Transient,41.15,0,0,Check-Out,2016-06-15
City Hotel,0,78,2016,June,7,4,0,2,2,2,0,0,2,HB,NLD,Groups,TA/TO,0,0,0,A,A,0,No Deposit,103,22,0,Transient,147.87,0,0,Check-Out,2016-06-15
City Hotel,0,67,2016,September,35,10,0,2,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,306,22,0,Transient,121.12,0,2,Check-Out,2016-06-15
Resort Hotel,0,126,2017,July,15,22,2,1,3,1,0,0,1,HB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,451,22,0,Transient,157.16,0,1,Check-Out,2016-06-15
City Hotel,0,38,2017,January,16,22,1,2,3,2,0,0,2,BB,ITA,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,157,0,0,Transient,112.53,0,0,Check-Out,2016-06-15
City Hotel,1,152,2016,October,21,12,2,1,3,2,0,0,2,BB,NLD,Groups,TA/TO,0,0,0,A,A,0,Non Refund,408,22,0,Transient,98.77,0,0,Canceled,2016-06-15
Resort Hotel,1,19,2016,January,17,2,1,2,3,2,0,0,2,FB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,109,22,0,Transient,117.83,0,0,Canceled,2016-06-15
City Hotel,0,152,2015,March,45,2,2,2,4,2,0,0,2,BB,NLD,Groups,Direct,0,0,0,A,A,1,Non Refund,277,22,0,Transient,168.85,0,1,Check-Out,2016-06-15
Resort Hotel,0,109,2017,February,26,9,1,5,6,1,0,0,1,BB,NLD,Online TA,Direct,0,0,0,A,A,0,No Deposit,242,0,0,Transient,80.39,0,0,Check-Out,2016-06-15
Resort Hotel,0,114,2016,February,35,12,0,2,2,2,0,0,2,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,362,22,0,Transient,110.66,0,0,Check-Out,2016-06-15
Resort Hotel,1,65,2017,January,20,2,0,3,3,2,1,0,3,BB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,295,0,0,Transient,62.36,0,1,Canceled,2016-06-15
City Hotel,1,109,2016,January,20,18,2,7,9,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,F,F,0,Non Refund,210,22,0,Contract,36.31,0,0,Canceled,2016-06-15
City Hotel,0,8,2017,June,23,16,1,3,4,2,0,0,2,BB,BEL,Groups,TA/TO,0,0,0,G,G,3,No Deposit,179,22,0,Transient,116.72,0,1,Check-Out,2016-06-15
City Hotel,0,190,2015,April,5,19,0,2,2,2,0,0,2,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,353,0,0,Transient,118.93,0,1,Check-Out,2016-06-15
City Hotel,1,5,2017,February,9,15,2,1,3,1,0,0,1,BB,NLD,Offline TA/TO,TA/TO,0,0,0,F,F,0,No Deposit,329,0,0,Transient-Party,104.59,0,0,Canceled,2016-06-15
Resort Hotel,0,16,2017,August,23,25,0,4,4,2,0,0,2,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,281,22,0,Contract,89.09,0,1,Check-Out,2016-06-15
City Hotel,0,85,2016,April,18,16,1,3,4,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,3,No Deposit,336,0,0,Transient-Party,134.64,0,0,Check-Out,2016-06-15
City Hotel,0,134,2017,January,29,6,4,1,5,1,0,0,1,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,113,22,0,Transient,96.88,0,0,Check-Out,2016-06-15
Resort Hotel,0,7,2017,June,11,27,0,1,1,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,Non Refund,346,0,0,Transient,117.2,0,1,Check-Out,2016-06-15
City Hotel,1,253,2017,May,43,15,0,2,2,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,274,22,0,Transient-Party,164.13,0,1,Canceled,2016-06-15
Resort Hotel,1,363,2016,May,48,12,1,1,2,2,0,0,2,BB,NLD,Online TA,TA/TO,0,0,0,A,A,0,Non Refund,489,0,0,Contract,126.43,0,1,Canceled,2016-06-15
City Hotel,1,93,2016,June,8,22,1,3,4,1,0,0,1,BB,GBR,Direct,TA/TO,0,0,0,A,A,0,No Deposit,238,22,0,Transient,139.79,0,0,Canceled,2016-06-15
City Hotel,1,65,2017,August,27,12,0,1,1,2,0,0,2,BB,NLD,Offline TA/TO,TA/TO,0,0,0,F,F,2,No Deposit,312,22,0,Transient-Party,113.81,1,3,Canceled,2016-06-15
Resort Hotel,1,135,2017,July,2,10,1,2,3,1,0,0,1,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,497,0,30,Transient-Party,32.05,0,3,Canceled,2016-06-15
Resort Hotel,0,39,2016,November,23,21,0,1,1,1,0,0,1,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,61,22,0,Transient,138.16,0,0,Check-Out,2016-06-15
City Hotel,1,67,2017,July,21,15,0,2,2,2,0,0,2,HB,NLD,Online TA,TA/TO,0,0,0,A,G,0,No Deposit,234,0,0,Transient-Party,127.39,0,0,Canceled,2016-06-15
City Hotel,1,247,2015,June,10,23,2,1,3,2,0,0,2,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,394,0,0,Transient-Party,104.51,0,3,Canceled,2016-06-15
Resort Hotel,0,311,2017,April,38,27,2,3,5,2,0,0,2,BB,DEU,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,278,0,0,Transient,66.16,0,3,Check-Out,2016-06-15
City Hotel,0,261,2016,September,4,4,2,5,7,1,2,0,3,HB,NLD,Groups,TA/TO,0,0,0,A,A,0,Non Refund,53,0,0,Transient,135.95,0,2,Check-Out,2016-06-15
Resort Hotel,0,30,2016,March,21,10,0,4,4,2,0,0,2,BB,GBR,Corporate,TA/TO,0,0,0,A,A,0,Non Refund,282,22,0,Transient,103.78,0,0,Check-Out,2016-06-15
City Hotel,0,26,2016,June,37,26,2,1,3,1,0,0,1,BB,PRT,Online TA,Direct,0,0,0,A,A,0,No Deposit,179,22,0,Transient,92.87,1,1,Check-Out,2016-06-15
City Hotel,0,35,2016,June,43,19,1,2,3,2,0,0,2,SC,ESP,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,285,22,0,Transient-Party,102.25,0,0,Check-Out,2016-06-15
Resort Hotel,0,58,2016,August,12,23,1,2,3,2,0,0,2,SC,GBR,Online TA,Direct,0,0,0,F,F,1,Non Refund,84,0,0,Transient,60.46,0,0,Check-Out,2016-06-15
Resort Hotel,0,37,2016,November,48,14,1,6,7,2,0,0,2,BB,PRT,Direct,TA/TO,0,0,0,A,A,1,No Deposit,95,22,0,Transient-Party,116.03,0,3,Check-Out,2016-06-15
Resort Hotel,1,46,2016,November,52,10,2,4,6,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,362,0,0,Transient,92.75,0,2,Canceled,2016-06-15
Resort Hotel,0,96,2015,March,46,17,1,1,2,2,0,0,2,BB,BEL,Offline TA/TO,Direct,0,0,0,A,A,1,No Deposit,473,22,0,Transient,110.3,0,0,Check-Out,2016-06-15
Resort Hotel,0,143,2017,April,14,22,1,1,2,2,0,0,2,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,153,0,0,Transient,70.51,0,0,Check-Out,2016-06-15
City Hotel,1,133,2016,September,52,27,2,3,5,2,0,0,2,BB,FRA,Offline TA/TO,Direct,0,0,0,A,A,0,No Deposit,22,22,0,Transient,163.98,0,0,Canceled,2016-06-15
Resort Hotel,0,168,2016,July,20,27,2,1,3,2,0,0,2,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,77,22,0,Transient,107.13,0,0,Check-Out,2016-06-15
City Hotel,0,3,2016,June,47,11,0,6,6,2,0,0,2,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,441,22,0,Transient,88.6,0,0,Check-Out,2016-06-15
